AD,Full-flowering date (DOY),Full-flowering date,Source code,Data type code,Reference Name
970,,,,,-
971,,,,,-
972,107,416,5,8,EST-from-WF(SHIRYO-SORAN)
973,,,,,-
974,108,418,1,2,NIHONKIRYAKU
975,101,411,5,2,NIHONKIRYAKU
976,,,,,-
977,112,422,2,2,FUSO-RYAKKI
978,,,,,-
979,104,414,4,3,DAINIHON-SHIRYO
980,,,,,-
981,,,,,-
982,,,,,-
983,,,,,-
984,,,,,-
985,94,404,4,2,SHOYUKI
986,,,,,-
987,,,,,-
988,,,,,-
989,100,410,4,2,SHOYUKI
990,,,,,-
991,104,414,7,1,EIGA-MONOGATARI(MIHATENUYUME)
992,,,,,-
993,,,,,-
994,,,,,-
995,,,,,-
996,,,,,-
997,,,,,-
998,,,,,-
999,,,,,-
1000,105,415,3,2,MIDO-KAMPAKUKI
1001,,,,,-
1002,,,,,-
1003,,,,,-
1004,117,426,3,2,MIDO-KAMPAKUKI
1005,,,,,-
1006,100,410,1,2,NIHONKIRYAKU
1007,106,416,5,4,MIDO-KAMPAKUKI
1008,,,,,-
1009,,,,,-
1010,,,,,-
1011,,,,,-
1012,,,,,-
1013,,,,,-
1014,115,425,5,2,DAI-SAIIN-GYOSHU
1015,,,,,-
1016,111,420,2,2,MIDO-KAMPAKUKI
1017,99,409,3,2,MIDO-KAMPAKUKI
1018,113,423,2,2,MIDO-KAMPAKUKI
1019,98,408,4,2,SHOYUKI
1020,,,,,-
1021,,,,,-
1022,,,,,-
1023,,,,,-
1024,,,,,-
1025,,,,,-
1026,,,,,-
1027,,,,,-
1028,,,,,-
1029,116,426,1,2,REKIDAI-HENNEN-SHUSEI
1030,,,,,-
1031,97,407,4,2,SHOYUKI
1032,111,420,5,2,NIHONKIRYAKU
1033,102,412,5,4,NIHONKIRYAKU
1034,96,406,5,8,EST-from-WF(EIGA-MONOGATARI)
1035,,,,,-
1036,104,413,5,4,NIHONKIRYAKU
1037,,,,,-
1038,,,,,-
1039,,,,,-
1040,,,,,-
1041,103,413,1,2,FUSO-RYAKKI
1042,,,,,-
1043,,,,,-
1044,,,,,-
1045,,,,,-
1046,103,413,7,1,EIGA-MONOGATARI(NEAWASE)
1047,,,,,-
1048,112,421,6,3,IETSUNE-ASON-SHU
1049,,,,,-
1050,105,415,7,2,EIGA-MONOGATARI(NEAWASE)
1051,,,,,-
1052,,,,,-
1053,,,,,-
1054,,,,,-
1055,,,,,-
1056,,,,,-
1057,,,,,-
1058,,,,,-
1059,,,,,-
1060,108,417,5,4,SHIN-SENZAI-WAKASHU
1061,92,402,6,4,MOROZANE-SHU
1062,,,,,-
1063,,,,,-
1064,,,,,-
1065,,,,,-
1066,105,415,3,2,SUISAKI
1067,,,,,-
1068,,,,,-
1069,,,,,-
1070,,,,,-
1071,113,423,7,2,SHUGAKKAIKI
1072,,,,,-
1073,103,413,7,2,EIGA-MONOGATARI(MATSUNO-SHIDUE)
1074,,,,,-
1075,,,,,-
1076,,,,,-
1077,,,,,-
1078,,,,,-
1079,,,,,-
1080,102,411,3,2,SUISAKI
1081,,,,,-
1082,,,,,-
1083,96,406,3,1,GONIJO-MOROMICHIKI
1084,120,429,5,4,ZOKU-GOSEN-WAKASHU
1085,,,,,-
1086,,,,,-
1087,,,,,-
1088,104,413,3,2,GONIJO-MOROMICHIKI
1089,,,,,-
1090,105,415,3,2,GONIJO-MOROMICHIKI
1091,,,,,-
1092,,,,,-
1093,105,415,3,2,GONIJO-MOROMICHIKI
1094,,,,,-
1095,100,410,5,4,CHUYUKI
1096,96,405,3,2,GONIJO-MOROMICHIKI
1097,,,,,-
1098,100,410,4,2,CHUYUKI
1099,103,413,3,1,GONIJO-MOROMICHIKI
1100,,,,,-
1101,,,,,-
1102,104,414,4,3,CHUYUKI
1103,,,,,-
1104,108,417,4,2,DENRYAKU
1105,114,424,1,2,CHUYUKI
1106,,,,,-
1107,105,415,3,2,CHUYUKI
1108,,,,,-
1109,,,,,-
1110,,,,,-
1111,113,423,3,2,EISHOKI
1112,104,413,5,1,CHUYUKI
1113,,,,,-
1114,100,410,4,2,DENRYAKU
1115,,,,,-
1116,,,,,-
1117,109,419,4,2,DENRYAKU
1118,102,412,3,2,MISSHU-KETSUMYAKUSHO
1119,,,,,-
1120,104,413,3,2,DAIGO-ZOJIKI
1121,,,,,-
1122,,,,,-
1123,112,422,3,2,DAIGO-ZOJIKI
1124,98,407,3,2,DAIGO-ZOJIKI
1125,111,421,4,2,DAIGOJI-ZATSUYO
1126,108,418,4,2,DAIGOJI-ZATSUYO
1127,107,417,3,2,DAIGO-ZOJIKI
1128,111,420,3,2,DAIGO-ZOJIKI
1129,106,416,3,2,DAIGO-ZOJIKI
1130,103,413,3,2,DAIGO-ZOJIKI
1131,103,413,4,2,DAIGOJI-ZATSUYO
1132,,,,,-
1133,,,,,-
1134,106,416,4,2,DAIGOJI-ZATSUYO
1135,,,,,-
1136,,,,,-
1137,,,,,-
1138,,,,,-
1139,113,423,4,2,DAIGOJI-ZATSUYO
1140,103,412,3,2,DAIGO-ZOJIKI
1141,111,421,4,2,DAIGOJI-ZATSUYO
1142,,,,,-
1143,110,420,4,2,DAIGOJI-ZATSUYO
1144,,,,,-
1145,107,417,5,2,TAIKI
1146,,,,,-
1147,,,,,-
1148,,,,,-
1149,,,,,-
1150,,,,,-
1151,109,419,7,8,EST-from-WF(HONCHO-SEIKI)
1152,,,,,-
1153,,,,,-
1154,96,406,5,2,TAIKI
1155,,,,,-
1156,90,330,2,2,
1157,,,,,-
1158,,,,,-
1159,103,413,4,2,DAIGOJI-ZATSUYO
1160,,,,,-
1161,112,422,4,2,DAIGOJI-ZATSUYO
1162,,,,,-
1163,112,422,4,2,DAIGOJI-ZATSUYO
1164,100,409,4,2,DAIGOJI-ZATSUYO
1165,106,416,4,2,DAIGOJI-ZATSUYO
1166,95,405,4,2,DAIGOJI-ZATSUYO
1167,111,421,4,2,DAIGOJI-ZATSUYO
1168,,,,,-
1169,112,422,4,2,DAIGOJI-ZATSUYO
1170,113,423,4,2,DAIGOJI-ZATSUYO
1171,,,,,-
1172,103,412,4,2,DAIGOJI-ZATSUYO
1173,117,427,4,2,DAIGOJI-ZATSUYO
1174,112,422,4,2,DAIGOJI-ZATSUYO
1175,113,423,4,2,DAIGOJI-ZATSUYO
1176,113,422,3,2,TAKAKURAIN-ANGEN-ONGAKI
1177,,,,,-
1178,,,,,-
1179,103,413,1,2,SANKAIKI
1180,98,407,5,1,MEIGETSUKI
1181,,,,,-
1182,104,414,6,4,TSUKIMOUDE-WAKASHU(PART-3)
1183,101,411,4,2,DAIGOJI-ZATSUYO
1184,115,424,5,1,GYOKUYO
1185,115,425,3,2,DAIGO-ZOJIKI
1186,,,,,-
1187,104,414,4,2,SAKURAE-RUIJU
1188,107,416,3,2,SAKURAE-RUIJU
1189,,,,,-
1190,112,422,5,4,SHUGYOKU-SHU
1191,106,416,3,2,GYOKUYO
1192,,,,,-
1193,,,,,-
1194,119,429,4,2,NAKASUKEOKI
1195,,,,,-
1196,,,,,-
1197,,,,,-
1198,,,,,-
1199,109,419,4,1,INOKUMA-KAMPAKUKI
1200,104,413,4,1,INOKUMA-KAMPAKUKI
1201,96,406,5,4,INOKUMA-KAMPAKUKI
1202,106,416,5,1,MEIGETSUKI
1203,105,415,3,2,(SHIRYO-SORAN)
1204,110,419,5,2,MEIGETSUKI
1205,105,415,5,2,MEIGETSUKI
1206,,,,,-
1207,104,414,5,2,MEIGETSUKI
1208,,,,,-
1209,,,,,-
1210,112,422,3,2,ASUKAI-SHU
1211,,,,,-
1212,98,407,5,2,GYOKUSOU
1213,107,417,3,2,SHIKIN-WAKASO
1214,102,412,3,2,(SHIRYO-SORAN)
1215,108,418,5,2,MICHIIEKO-MARINIKKI
1216,101,410,5,4,JUNTOKUIN-GYOSHU
1217,,,,,-
1218,,,,,-
1219,101,411,5,4,JUNTOKUIN-GYOSHU
1220,109,418,7,9,EST-from-KJ(NORIMUNE-SHU)
1221,99,409,5,4,SHUI-GUSO
1222,,,,,-
1223,116,426,5,4,MITSUTSUNE-SHU
1224,,,,,-
1225,105,415,5,1,MEIGETSUKI
1226,106,416,5,2,MEIGETSUKI
1227,111,421,5,2,MEIGETSUKI
1228,,,,,-
1229,97,407,5,2,MEIGETSUKI
1230,102,412,1,1,MEIGETSUKI
1231,101,411,4,1,MINKEIKI
1232,92,401,5,1,MINKEIKI
1233,105,415,5,2,MEIGETSUKI
1234,,,,,-
1235,110,420,5,1,MEIGETSUKI
1236,87,327,7,4,SHIIBA-WAKASHU
1237,,,,,-
1238,,,,,-
1239,,,,,-
1240,106,415,5,2,SAMPOIN-MONJO
1241,,,,,-
1242,,,,,-
1243,,,,,-
1244,108,417,4,2,HEIKOKI
1245,108,418,4,2,HEIKOKI
1246,98,408,5,1,MASUKAGAMI
1247,106,416,1,2,ZOKU-HONCHOTSUKAN
1248,,,,,-
1249,108,418,3,2,BENN-NO-NAISHI-NIKKI
1250,116,426,3,1,BENN-NO-NAISHI-NIKKI
1251,100,410,3,1,BENN-NO-NAISHI-NIKKI
1252,,,,,-
1253,,,,,-
1254,110,420,4,2,SAKURAE-RUIJU
1255,,,,,-
1256,,,,,-
1257,94,404,3,2,TSUNETOSHI-KYOKI
1258,,,,,-
1259,96,406,3,1,MASUKAGAMI
1260,,,,,-
1261,,,,,-
1262,97,407,7,9,EST-from-KJ(KUJOKE-REKISEI-KIROKU)
1263,120,430,1,2,ZOKU-HONCHOTSUKAN
1264,103,412,5,2,ZOKU-SHIGUSHO
1265,98,408,6,4,TAMEIE-SHU
1266,,,,,-
1267,105,415,4,2,MISININ-KAMPAKUKI
1268,103,412,6,4,TAMEIE-SHU
1269,100,410,3,4,ZOKU-SHIGUSHO
1270,,,,,-
1271,100,410,5,4,DAINAGON-TAMEIE-SHU
1272,,,,,-
1273,,,,,-
1274,,,,,-
1275,107,417,7,3,TOWAZUGATARI
1276,,,,,-
1277,,,,,-
1278,113,423,1,2,ZOKU-SHIGUSHO(DAIGO)
1279,101,411,3,2,KANCHUKI
1280,102,411,5,2,HARUNO-MIYAMAJI
1281,,,,,-
1282,,,,,-
1283,103,413,3,2,(SHIRYO-SORAN)
1284,102,411,3,1,NAKANOTSUKASA-NIKKI
1285,105,415,1,2,ZOKU-HONCHOTSUKAN
1286,112,422,1,2,ZOKU-SHIGUSHO
1287,110,420,3,2,SANEMI-KYOKI
1288,108,417,3,2,NAKANOTSUKASA-NIKKI
1289,107,417,3,4,NAKANOTSUKASA-NIKKI
1290,,,,,-
1291,,,,,-
1292,107,416,4,2,SANEMI-KYOKI
1293,,,,,-
1294,101,411,3,2,KANCHUKI
1295,102,412,4,2,(DAINIHON-SHIRYO)
1296,,,,,-
1297,,,,,-
1298,,,,,-
1299,,,,,-
1300,,,,,-
1301,95,405,4,4,SANEMI-KYOKI
1302,96,406,1,2,ZOKU-SHIGUSHO
1303,,,,,-
1304,,,,,-
1305,,,,,-
1306,,,,,-
1307,104,414,1,2,ZOKU-SHIGUSHO
1308,,,,,-
1309,,,,,-
1310,,,,,-
1311,94,404,3,2,ENTAIRYAKU
1312,100,409,3,2,HANAZONOTENNO-SHINKI
1313,,,,,-
1314,101,411,3,2,HANAZONOTENNO-SHINKI
1315,111,421,3,2,ZOKU-SHIGUSHO
1316,103,412,1,2,ZOKU-SHIGUSHO
1317,102,412,2,2,HANAZONOTENNO-SHINKI
1318,,,,,-
1319,116,426,3,2,HANAZONOTENNO-SHINKI
1320,,,,,-
1321,102,412,3,2,HANAZONOTENNO-SHINKI
1322,106,416,1,2,HANAZONOTENNO-SHINKI
1323,124,504,1,2,HANAZONOTENNO-SHINKI
1324,98,407,5,4,HANAZONOTENNO-SHINKI
1325,,,,,-
1326,107,417,1,2,ZOKU-SHIGUSHO
1327,,,,,-
1328,,,,,-
1329,112,422,7,9,EST-from-KJ(SHOKA-WAKASHU)
1330,108,418,7,4,RINEI-WAKASHU
1331,112,422,1,2,ZOKU-SHIGUSHO
1332,115,424,1,2,ZOKU-HONCHOTSUKAN
1333,,,,,-
1334,,,,,-
1335,,,,,-
1336,,,,,-
1337,,,,,-
1338,,,,,-
1339,,,,,-
1340,,,,,-
1341,,,,,-
1342,110,420,3,2,MICHIFUYU-KYOKI
1343,,,,,-
1344,102,411,1,2,ZOKU-SHIGUSHO
1345,,,,,-
1346,107,417,1,2,ENTAIRYAKU
1347,109,419,1,2,MOROMORIKI
1348,,,,,-
1349,112,422,3,2,ZOKU-SHIGUSHO
1350,101,411,3,2,(SHIRYO-SORAN)
1351,115,425,3,2,(SHIRYO-SORAN)
1352,,,,,-
1353,,,,,-
1354,,,,,-
1355,,,,,-
1356,117,426,3,2,MOROMORIKI
1357,107,417,2,2,ENTAIRYAKU
1358,110,420,3,2,GUKANKI
1359,105,415,3,2,GUKANKI
1360,101,410,3,2,GUKANKI
1361,108,418,3,2,GUKANKI
1362,,,,,-
1363,107,417,3,2,MOROMORIKI
1364,110,419,3,2,MOROMORIKI
1365,,,,,-
1366,112,422,2,2,ZOKU-HONCHOTSUKAN
1367,97,407,3,2,GUKANKI
1368,88,328,3,1,GUKANKI
1369,94,404,3,2,GOGUMAISHO
1370,109,419,3,2,GOGUMAISHO
1371,,,,,-
1372,102,411,7,8,EST-from-WF(GUKANKI)
1373,110,420,3,2,GUKANKI
1374,,,,,-
1375,103,413,3,2,GUKANKI
1376,99,408,3,2,GUKANKI
1377,105,415,5,1,KUJO-TADAMOTO-NIKKI
1378,104,414,3,2,(SHIRYO-SORAN)
1379,103,413,3,1,GUKANKI
1380,102,411,7,8,EST-from-WF(ZOKU-SHIGUSHO)
1381,108,418,3,2,EITOKU-GANNEN-GYOKO-SHIIKA
1382,105,415,3,2,KUGE-NICHIYO-KUFU-RYAKUSHU
1383,102,412,3,1,KUGE-NICHIYO-KUFU-RYAKUSHU
1384,98,407,3,2,KUGE-NICHIYO-KUFU-RYAKUSHU
1385,99,409,3,2,ATOKAGAMI
1386,105,415,3,2,ATOKAGAMI
1387,100,410,3,2,SANEFUYU-KOKI
1388,99,408,3,1,KANENOBU-KOKI
1389,,,,,-
1390,,,,,-
1391,,,,,-
1392,,,,,-
1393,,,,,-
1394,,,,,-
1395,,,,,-
1396,,,,,-
1397,,,,,-
1398,106,416,4,2,GEIYOKI
1399,,,,,-
1400,,,,,-
1401,101,411,3,2,ATOKAGAMI
1402,103,413,3,2,YOSHIDAKE-HINAMIKI
1403,104,414,4,2,YOSHIDAKE-HINAMIKI
1404,,,,,-
1405,,,,,-
1406,102,412,3,2,(SHIRYO-SORAN)
1407,101,411,3,2,(SHIRYO-SORAN)
1408,111,420,3,2,ZOKU-HONCHOTSUKAN
1409,86,327,4,2,(DAINIHON-SHIRYO)
1410,102,412,4,2,NORITOKI-KYOKI
1411,,,,,-
1412,93,402,4,2,(DAINIHON-SHIRYO)
1413,91,401,4,2,ATOKAGAMI
1414,,,,,-
1415,105,415,4,2,(DAINIHON-SHIRYO)
1416,101,410,3,1,KANMON-GYOKI(FUSHIMI)
1417,109,419,4,2,(DAINIHON-SHIRYO)
1418,98,408,3,2,KANMON-GYOKI
1419,100,410,3,2,KANMON-GYOKI(FUSHIMI)
1420,112,421,3,2,KANMON-GYOKI(FUSHIMI)
1421,99,409,3,1,KANMON-GYOKI(FUSHIMI)
1422,109,419,1,2,YASUTOMIKI
1423,96,406,3,1,KANMON-GYOKI(FUSHIMI)
1424,103,412,3,2,KANMON-GYOKI(FUSHIMI)
1425,98,408,3,1,KANMON-GYOKI(FUSHIMI)
1426,99,409,1,2,MANZAIJUNGO-NIKKI(DAIGO)
1427,102,412,4,1,MANZAIJUNGO-NIKKI(DAIGO)
1428,,,,,-
1429,98,408,3,1,MANZAIJUNGO-NIKKI(DAIGO)
1430,108,418,1,2,MANZAIJUNGO-NIKKI(DAIGO)
1431,102,412,3,2,MANZAIJUNGO-NIKKI(DAIGO)
1432,104,413,1,2,MANZAIJUNGO-NIKKI(DAIGO)
1433,98,408,3,2,MANZAIJUNGO-NIKKI(DAIGO)
1434,113,423,3,1,MANZAIJUNGO-NIKKI(DAIGO)
1435,95,405,3,1,KANMON-GYOKI(FUSHIMI)
1436,101,410,3,2,KANMON-GYOKI(FUSHIMI)
1437,103,413,3,1,KANMON-GYOKI
1438,99,409,3,2,INRYOGEN-NICHIROKU
1439,101,411,3,2,INRYOGEN-NICHIROKU
1440,98,407,4,2,MOROSATOKI
1441,105,415,3,2,INRYOGEN-NICHIROKU
1442,,,,,-
1443,107,417,1,2,KANMON-GYOKI
1444,109,418,3,2,YASUTOMIKI
1445,,,,,-
1446,108,418,3,2,GYOUKO-HOIN-NIKKI
1447,111,421,3,4,SOKONSHU
1448,96,405,3,2,YASUTOMIKI
1449,95,405,3,2,ZOKU-HONCHOTSUKAN
1450,100,410,2,1,YASUTOMIKI
1451,103,413,2,1,YASUTOMIKI
1452,92,401,1,2,ZOKU-SHIGUSHO
1453,107,417,3,4,SOKONSHU
1454,105,415,3,4,SOKONSHU
1455,96,406,3,1,GAUN-NIKKENROKU-BATSUYU
1456,106,415,1,2,MOROSATOKI
1457,105,415,1,2,ZOKU-HONCHOTSUKAN
1458,112,422,1,2,INRYOGEN-NICHIROKU
1459,113,423,1,2,INRYOGEN-NICHIROKU
1460,111,420,1,2,INRYOGEN-NICHIROKU
1461,106,416,3,2,INRYOGEN-NICHIROKU
1462,106,416,1,2,INRYOGEN-NICHIROKU
1463,101,411,3,2,INRYOGEN-NICHIROKU
1464,104,413,1,2,INRYOGEN-NICHIROKU
1465,98,408,1,2,INRYOGEN-NICHIROKU
1466,105,415,1,2,INRYOGEN-NICHIROKU
1467,101,411,7,8,EST-from-WF(GOHOKOINKI)
1468,101,410,1,1,HEKIZAN-NICHIROKU
1469,,,,,-
1470,,,,,-
1471,,,,,-
1472,114,423,3,2,CHIKANAGA-KYOKI
1473,,,,,-
1474,98,408,3,4,ENROKUCHOKASHU
1475,,,,,-
1476,100,409,3,2,SANETAKA-KOKI
1477,110,420,3,1,OYUDONONO-UENO-NIKKI
1478,115,425,3,1,SANETAKA-KOKI
1479,110,420,3,2,SANETAKA-KOKI
1480,104,413,4,3,OYUDONONO-UENO-NIKKI [EDA]
1481,106,416,1,2,SANETAKA-KOKI
1482,108,418,3,1,OYUDONONO-UENO-NIKKI
1483,101,411,3,2,OYUDONONO-UENO-NIKKI
1484,97,406,1,2,OYUDONONO-UENO-NIKKI
1485,94,404,1,1,OYUDONONO-UENO-NIKKI
1486,99,409,1,1,OYUDONONO-UENO-NIKKI
1487,93,403,1,1,SANETAKA-KOKI
1488,103,412,3,1,OYUDONONO-UENO-NIKKI
1489,100,410,3,2,(SHIRYO-SHORAN)
1490,97,407,3,1,INRYOGEN-NICHIROKU
1491,107,417,3,2,SANETAKA-KOKI
1492,108,417,3,2,OYUDONONO-UENO-NIKKI
1493,100,410,3,2,OYUDONONO-UENO-NIKKI
1494,106,416,3,2,OYUDONONO-UENO-NIKKI
1495,94,404,1,2,OYUDONONO-UENO-NIKKI
1496,97,406,3,2,OYUDONONO-UENO-NIKKI
1497,108,418,3,2,CHIKANAGA-KYOKI
1498,97,407,1,2,OYUDONONO-UENO-NIKKI
1499,111,421,1,2,OYUDONONO-UENO-NIKKI
1500,97,407,1,2,OYUDONONO-UENO-NIKKI
1501,103,413,1,2,SANETAKA-KOKI
1502,115,425,3,1,NOBUTANE-KYOKI
1503,108,418,3,2,SANETAKA-KOKI
1504,114,423,3,1,SANETAKA-KOKI
1505,106,416,1,2,NISUIKI
1506,106,416,1,1,MOTONAGA-KYOKI
1507,108,418,1,2,MOTONAGA-KYOKI
1508,111,420,1,2,SANETAKA-KOKI
1509,102,412,1,2,SANETAKA-KOKI
1510,110,420,1,2,SANETAKA-KOKI
1511,111,421,1,2,SANETAKA-KOKI
1512,109,418,1,2,SANETAKA-KOKI
1513,110,420,1,2,SANETAKA-KOKI
1514,105,415,2,2,MORIMITSU-KOKI
1515,111,421,3,2,SAISHOSO
1516,104,413,3,2,SAISHOSO
1517,106,416,1,2,NISUIKI
1518,115,425,1,1,NISUIKI
1519,111,421,1,2,NISUIKI
1520,105,414,1,2,NISUIKI
1521,107,417,1,1,NISUIKI
1522,103,413,1,2,NISUIKI
1523,109,419,3,2,SANETAKA-KOKI
1524,109,418,1,1,SANETAKA-KOKI
1525,104,414,1,2,NISUIKI
1526,113,423,7,2,NISUIKI
1527,105,415,1,2,NISUIKI
1528,106,415,1,2,NISUIKI
1529,107,417,1,2,SANETAKA-KOKI
1530,107,417,1,2,NISUIKI
1531,103,413,1,2,NISUIKI
1532,108,417,1,2,SANETAKA-KOKI
1533,111,421,3,3,OYUDONONO-UENO-NIKKI [EDA]
1534,108,418,3,4,GONARAIN-GYOSEI-BASSHO
1535,95,405,3,1,GONARAIN-SHINNKI
1536,108,417,4,3,OYUDONONO-UENO-NIKKI [EDA]
1537,108,418,4,3,OYUDONONO-UENO-NIKKI [EDA]
1538,112,422,3,2,NINAGAWA-CHIKATOSHI-NIKKI
1539,120,430,4,3,OYUDONONO-UENO-NIKKI [EDA]
1540,122,501,3,3,OYUDONONO-UENO-NIKKI [EDA]
1541,109,419,3,3,OYUDONONO-UENO-NIKKI [EDA]
1542,102,412,3,1,TOKITSUGU-KYOKI
1543,119,429,3,3,OYUDONONO-UENO-NIKKI [EDA]
1544,107,416,2,2,TOKITSUGU-KYOKI
1545,97,407,4,3,OYUDONONO-UENO-NIKKI [EDA]
1546,112,422,3,2,TOKITSUGU-KYOKI
1547,104,414,4,3,OYUDONONO-UENO-NIKKI [EDA]
1548,118,427,3,2,TOKITSUGU-KYOKI
1549,117,427,4,3,(SHIRYO-SORAN)
1550,111,421,3,2,TOKITSUGU-KYOKI
1551,109,419,4,3,OYUDONONO-UENO-NIKKI [EDA]
1552,104,413,3,2,TOKITSUGU-KYOKI
1553,119,429,4,3,OYUDONONO-UENO-NIKKI [EDA]
1554,,,,,-
1555,101,411,3,2,OYUDONONO-UENO-NIKKI
1556,120,429,4,3,OYUDONONO-UENO-NIKKI [EDA]
1557,93,403,3,2,TOKITSUGU-KYOKI
1558,111,421,4,3,OYUDONONO-UENO-NIKKI [EDA]
1559,96,406,3,2,OYUDONONO-UENO-NIKKI
1560,100,409,2,2,DAINIHON-SHIRYO
1561,102,412,3,2,OYUDONONO-UENO-NIKKI
1562,99,409,3,2,OYUDONONO-UENO-NIKKI [EDA]
1563,99,409,4,2,(SHIRYO-SORAN)
1564,109,418,3,2,OYUDONONO-UENO-NIKKI
1565,114,424,2,2,(SHIRYO-SORAN)
1566,97,407,2,2,(SHIRYO-SORAN)
1567,108,418,3,2,OYUDONONO-UENO-NIKKI
1568,106,415,3,2,ATOKAGAMI
1569,,,,,-
1570,112,422,3,1,TOKITSUGU-KYOKI
1571,108,418,4,3,OYUDONONO-UENO-NIKKI [EDA]
1572,107,416,4,3,OYUDONONO-UENO-NIKKI [EDA]
1573,,,,,-
1574,98,408,7,8,EST-from-WF(MASAATSUKYO-EISO)
1575,,,,,-
1576,109,418,3,3,OYUDONONO-UENO-NIKKI [EDA]
1577,100,410,3,1,SHINCHO-KOKI
1578,,,,,-
1579,102,412,2,2,DAINIHON-SHIRYO
1580,97,406,2,2,DAINIHON-SHIRYO
1581,105,415,4,3,OYUDONONO-UENO-NIKKI [EDA]
1582,,,,,-
1583,108,418,3,1,OYUDONONO-UENO-NIKKI
1584,106,415,3,2,SHUNKYUKI(DAIGO)
1585,105,415,1,2,UNONOMONDOKI
1586,106,416,3,2,OYUDONONO-UENO-NIKKI
1587,105,415,3,3,OYUDONONO-UENO-NIKKI
1588,106,415,2,2,
1589,105,415,3,2,OYUDONONO-UENO-NIKKI
1590,102,412,4,2,(SHIRYO-SORAN)
1591,94,404,4,2,HARETOYOKI
1592,98,407,4,4,TOKITSUNE-KYOKI
1593,113,423,4,2,TOKITSUNE-KYOKI(DAIGO)
1594,93,403,4,2,(DAINIHON-SHIRYO(FUSHIMI))
1595,111,421,3,3,OYUDONONO-UENO-NIKKI
1596,104,413,3,2,GIENJUNKO-NIKKI(DAIGO)
1597,114,424,1,2,GIENJUNKO-NIKKI(DAIGO)
1598,110,420,3,2,GIENJUNKO-NIKKI(DAIGO)
1599,103,413,3,2,GIENJUNKO-NIKKI(DAIGO)
1600,101,410,3,2,GIENJUNKO-NIKKI(DAIGO)
1601,93,403,3,1,GIENJUNKO-NIKKI(DAIGO)
1602,107,417,3,1,GIENJUNKO-NIKKI(DAIGO)
1603,99,409,3,1,GIENJUNKO-NIKKI(DAIGO)
1604,95,404,3,1,GIENJUNKO-NIKKI(DAIGO)
1605,105,415,1,1,TOKIYOSHI-KYOKI
1606,106,416,1,2,TOKIYOSHI-KYOKI
1607,110,420,3,2,SHUNKYUKI(DAIGO)
1608,,,,,-
1609,108,418,1,2,TOKIYOSHI-KYOKI
1610,110,420,3,2,KEICHO-NIKKENROKU
1611,,,,,-
1612,87,327,1,1,GIENJUNKO-NIKKI(DAIGO)
1613,106,416,1,2,TOKIYOSHI-KYOKI
1614,103,413,3,1,TOKIYOSHI-KYOKI
1615,110,420,4,2,YASUSHIGE-KYOKI
